0.00.213.552 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.213.781 W srv  llama_server: -----------------
0.00.213.783 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.213.783 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.213.783 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.213.783 W srv  llama_server: -----------------
0.00.214.997 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.434.727 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
0.12.068.746 I cmn          init: llama threadpool init, n_threads = 16
0.56.077.042 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.56.149.796 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.56.149.836 I srv  llama_server: model loaded
0.56.149.840 I srv  llama_server: listening on http://0.0.0.0:8080
0.56.149.840 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.56.149.841 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.49.885.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
49.24.674.252 I slot print_timing: id  0 | task 139 | n_gen =   4651, tg =   4.25 t/s, tg_3s =   4.56 t/s
49.27.785.919 I slot print_timing: id  0 | task 139 | n_gen =   4667, tg =   4.26 t/s, tg_3s =   5.14 t/s
49.30.949.420 I slot print_timing: id  0 | task 139 | n_gen =   4678, tg =   4.25 t/s, tg_3s =   3.48 t/s
49.34.030.183 I slot print_timing: id  0 | task 139 | n_gen =   4698, tg =   4.26 t/s, tg_3s =   6.49 t/s
49.37.087.561 I slot print_timing: id  0 | task 139 | n_gen =   4730, tg =   4.28 t/s, tg_3s =  10.47 t/s
49.40.256.979 I slot print_timing: id  0 | task 139 | n_gen =   4755, tg =   4.29 t/s, tg_3s =   7.89 t/s
49.43.323.899 I slot print_timing: id  0 | task 139 | n_gen =   4769, tg =   4.29 t/s, tg_3s =   4.56 t/s
49.46.356.264 I slot print_timing: id  0 | task 139 | n_gen =   4784, tg =   4.29 t/s, tg_3s =   4.95 t/s
49.49.429.822 I slot print_timing: id  0 | task 139 | n_gen =   4800, tg =   4.29 t/s, tg_3s =   5.21 t/s
49.52.522.035 I slot print_timing: id  0 | task 139 | n_gen =   4810, tg =   4.29 t/s, tg_3s =   3.23 t/s
49.55.643.476 I slot print_timing: id  0 | task 139 | n_gen =   4822, tg =   4.29 t/s, tg_3s =   3.84 t/s
49.58.653.226 I slot print_timing: id  0 | task 139 | n_gen =   4838, tg =   4.29 t/s, tg_3s =   5.32 t/s
50.01.950.713 I slot print_timing: id  0 | task 139 | n_gen =   4853, tg =   4.29 t/s, tg_3s =   4.55 t/s
50.05.056.720 I slot print_timing: id  0 | task 139 | n_gen =   4867, tg =   4.29 t/s, tg_3s =   4.51 t/s
50.08.163.730 I slot print_timing: id  0 | task 139 | n_gen =   4887, tg =   4.30 t/s, tg_3s =   6.44 t/s
50.11.206.883 I slot print_timing: id  0 | task 139 | n_gen =   4906, tg =   4.30 t/s, tg_3s =   6.24 t/s
50.14.276.826 I slot print_timing: id  0 | task 139 | n_gen =   4921, tg =   4.31 t/s, tg_3s =   4.89 t/s
50.17.471.096 I slot print_timing: id  0 | task 139 | n_gen =   4941, tg =   4.31 t/s, tg_3s =   6.26 t/s
50.20.579.976 I slot print_timing: id  0 | task 139 | n_gen =   4961, tg =   4.32 t/s, tg_3s =   6.43 t/s
50.23.593.352 I slot print_timing: id  0 | task 139 | n_gen =   4974, tg =   4.32 t/s, tg_3s =   4.31 t/s
50.26.655.698 I slot print_timing: id  0 | task 139 | n_gen =   4993, tg =   4.32 t/s, tg_3s =   6.20 t/s
50.29.778.031 I slot print_timing: id  0 | task 139 | n_gen =   5015, tg =   4.33 t/s, tg_3s =   7.05 t/s
50.32.786.705 I slot print_timing: id  0 | task 139 | n_gen =   5036, tg =   4.34 t/s, tg_3s =   6.98 t/s
50.35.807.472 I slot print_timing: id  0 | task 139 | n_gen =   5056, tg =   4.34 t/s, tg_3s =   6.62 t/s
50.38.847.263 I slot print_timing: id  0 | task 139 | n_gen =   5077, tg =   4.35 t/s, tg_3s =   6.91 t/s
50.41.940.682 I slot print_timing: id  0 | task 139 | n_gen =   5099, tg =   4.36 t/s, tg_3s =   7.11 t/s
50.45.104.017 I slot print_timing: id  0 | task 139 | n_gen =   5126, tg =   4.37 t/s, tg_3s =   8.54 t/s
50.48.364.318 I slot print_timing: id  0 | task 139 | n_gen =   5149, tg =   4.38 t/s, tg_3s =   7.05 t/s
50.51.364.846 I slot print_timing: id  0 | task 139 | n_gen =   5170, tg =   4.38 t/s, tg_3s =   7.00 t/s
50.54.400.237 I slot print_timing: id  0 | task 139 | n_gen =   5197, tg =   4.39 t/s, tg_3s =   8.90 t/s
50.57.499.585 I slot print_timing: id  0 | task 139 | n_gen =   5223, tg =   4.40 t/s, tg_3s =   8.39 t/s
51.00.636.544 I slot print_timing: id  0 | task 139 | n_gen =   5249, tg =   4.41 t/s, tg_3s =   8.29 t/s
51.03.718.673 I slot print_timing: id  0 | task 139 | n_gen =   5274, tg =   4.42 t/s, tg_3s =   8.11 t/s
51.06.731.541 I slot print_timing: id  0 | task 139 | n_gen =   5300, tg =   4.43 t/s, tg_3s =   8.63 t/s
51.09.754.473 I slot print_timing: id  0 | task 139 | n_gen =   5317, tg =   4.44 t/s, tg_3s =   5.62 t/s
51.12.821.726 I slot print_timing: id  0 | task 139 | n_gen =   5336, tg =   4.44 t/s, tg_3s =   6.19 t/s
51.15.983.905 I slot print_timing: id  0 | task 139 | n_gen =   5353, tg =   4.44 t/s, tg_3s =   5.38 t/s
51.19.048.645 I slot print_timing: id  0 | task 139 | n_gen =   5366, tg =   4.44 t/s, tg_3s =   4.24 t/s
51.22.172.877 I slot print_timing: id  0 | task 139 | n_gen =   5380, tg =   4.44 t/s, tg_3s =   4.48 t/s
51.25.193.573 I slot print_timing: id  0 | task 139 | n_gen =   5391, tg =   4.44 t/s, tg_3s =   3.64 t/s
51.28.279.784 I slot print_timing: id  0 | task 139 | n_gen =   5407, tg =   4.44 t/s, tg_3s =   5.18 t/s
51.31.357.849 I slot print_timing: id  0 | task 139 | n_gen =   5424, tg =   4.45 t/s, tg_3s =   5.52 t/s
51.34.367.305 I slot print_timing: id  0 | task 139 | n_gen =   5440, tg =   4.45 t/s, tg_3s =   5.32 t/s
51.37.373.978 I slot print_timing: id  0 | task 139 | n_gen =   5463, tg =   4.46 t/s, tg_3s =   7.65 t/s
51.40.500.147 I slot print_timing: id  0 | task 139 | n_gen =   5484, tg =   4.46 t/s, tg_3s =   6.72 t/s
51.43.525.693 I slot print_timing: id  0 | task 139 | n_gen =   5505, tg =   4.47 t/s, tg_3s =   6.94 t/s
51.46.618.832 I slot print_timing: id  0 | task 139 | n_gen =   5535, tg =   4.48 t/s, tg_3s =   9.70 t/s
51.49.637.652 I slot print_timing: id  0 | task 139 | n_gen =   5557, tg =   4.49 t/s, tg_3s =   7.29 t/s
51.52.702.002 I slot print_timing: id  0 | task 139 | n_gen =   5579, tg =   4.49 t/s, tg_3s =   7.18 t/s
51.55.950.735 I slot print_timing: id  0 | task 139 | n_gen =   5604, tg =   4.50 t/s, tg_3s =   7.70 t/s
51.59.113.560 I slot print_timing: id  0 | task 139 | n_gen =   5627, tg =   4.51 t/s, tg_3s =   7.27 t/s
52.02.477.328 I slot print_timing: id  0 | task 139 | n_gen =   5640, tg =   4.51 t/s, tg_3s =   3.86 t/s
52.05.502.444 I slot print_timing: id  0 | task 139 | n_gen =   5653, tg =   4.51 t/s, tg_3s =   4.30 t/s
52.08.582.863 I slot print_timing: id  0 | task 139 | n_gen =   5664, tg =   4.51 t/s, tg_3s =   3.57 t/s
52.11.668.922 I slot print_timing: id  0 | task 139 | n_gen =   5680, tg =   4.51 t/s, tg_3s =   5.18 t/s
52.14.751.563 I slot print_timing: id  0 | task 139 | n_gen =   5694, tg =   4.51 t/s, tg_3s =   4.54 t/s
52.18.095.833 I slot print_timing: id  0 | task 139 | n_gen =   5710, tg =   4.51 t/s, tg_3s =   4.78 t/s
52.21.261.831 I slot print_timing: id  0 | task 139 | n_gen =   5725, tg =   4.51 t/s, tg_3s =   4.74 t/s
52.24.356.865 I slot print_timing: id  0 | task 139 | n_gen =   5738, tg =   4.51 t/s, tg_3s =   4.20 t/s
52.27.378.745 I slot print_timing: id  0 | task 139 | n_gen =   5751, tg =   4.51 t/s, tg_3s =   4.30 t/s
52.30.438.697 I slot print_timing: id  0 | task 139 | n_gen =   5767, tg =   4.51 t/s, tg_3s =   5.23 t/s
52.33.455.015 I slot print_timing: id  0 | task 139 | n_gen =   5779, tg =   4.51 t/s, tg_3s =   3.98 t/s
52.36.607.880 I slot print_timing: id  0 | task 139 | n_gen =   5791, tg =   4.51 t/s, tg_3s =   3.81 t/s
52.39.737.647 I slot print_timing: id  0 | task 139 | n_gen =   5802, tg =   4.50 t/s, tg_3s =   3.51 t/s
52.42.854.149 I slot print_timing: id  0 | task 139 | n_gen =   5815, tg =   4.50 t/s, tg_3s =   4.17 t/s
52.46.082.820 I slot print_timing: id  0 | task 139 | n_gen =   5826, tg =   4.50 t/s, tg_3s =   3.41 t/s
52.49.284.781 I slot print_timing: id  0 | task 139 | n_gen =   5840, tg =   4.50 t/s, tg_3s =   4.37 t/s
52.52.357.983 I slot print_timing: id  0 | task 139 | n_gen =   5852, tg =   4.50 t/s, tg_3s =   3.90 t/s
52.55.431.420 I slot print_timing: id  0 | task 139 | n_gen =   5871, tg =   4.50 t/s, tg_3s =   6.18 t/s
52.58.546.204 I slot print_timing: id  0 | task 139 | n_gen =   5890, tg =   4.51 t/s, tg_3s =   6.10 t/s
53.01.552.492 I slot print_timing: id  0 | task 139 | n_gen =   5915, tg =   4.52 t/s, tg_3s =   8.32 t/s
53.04.916.135 I slot print_timing: id  0 | task 139 | n_gen =   5929, tg =   4.51 t/s, tg_3s =   4.16 t/s
53.08.060.029 I slot print_timing: id  0 | task 139 | n_gen =   5940, tg =   4.51 t/s, tg_3s =   3.50 t/s
53.11.131.095 I slot print_timing: id  0 | task 139 | n_gen =   5955, tg =   4.51 t/s, tg_3s =   4.88 t/s
53.14.407.315 I slot print_timing: id  0 | task 139 | n_gen =   5969, tg =   4.51 t/s, tg_3s =   4.27 t/s
53.17.419.787 I slot print_timing: id  0 | task 139 | n_gen =   5980, tg =   4.51 t/s, tg_3s =   3.65 t/s
53.20.422.997 I slot print_timing: id  0 | task 139 | n_gen =   5994, tg =   4.51 t/s, tg_3s =   4.66 t/s
53.23.447.253 I slot print_timing: id  0 | task 139 | n_gen =   6007, tg =   4.51 t/s, tg_3s =   4.30 t/s
53.26.704.196 I slot print_timing: id  0 | task 139 | n_gen =   6021, tg =   4.51 t/s, tg_3s =   4.30 t/s
53.30.027.938 I slot print_timing: id  0 | task 139 | n_gen =   6035, tg =   4.51 t/s, tg_3s =   4.21 t/s
53.33.093.044 I slot print_timing: id  0 | task 139 | n_gen =   6051, tg =   4.51 t/s, tg_3s =   5.22 t/s
53.36.224.698 I slot print_timing: id  0 | task 139 | n_gen =   6069, tg =   4.51 t/s, tg_3s =   5.75 t/s
53.39.299.000 I slot print_timing: id  0 | task 139 | n_gen =   6085, tg =   4.51 t/s, tg_3s =   5.20 t/s
53.42.372.573 I slot print_timing: id  0 | task 139 | n_gen =   6102, tg =   4.52 t/s, tg_3s =   5.53 t/s
53.45.594.352 I slot print_timing: id  0 | task 139 | n_gen =   6127, tg =   4.52 t/s, tg_3s =   7.76 t/s
53.48.797.745 I slot print_timing: id  0 | task 139 | n_gen =   6138, tg =   4.52 t/s, tg_3s =   3.43 t/s
53.52.124.389 I slot print_timing: id  0 | task 139 | n_gen =   6150, tg =   4.52 t/s, tg_3s =   3.61 t/s
53.55.366.660 I slot print_timing: id  0 | task 139 | n_gen =   6165, tg =   4.52 t/s, tg_3s =   4.63 t/s
53.58.461.135 I slot print_timing: id  0 | task 139 | n_gen =   6183, tg =   4.52 t/s, tg_3s =   5.82 t/s
54.01.543.862 I slot print_timing: id  0 | task 139 | n_gen =   6195, tg =   4.52 t/s, tg_3s =   3.89 t/s
54.04.574.285 I slot print_timing: id  0 | task 139 | n_gen =   6210, tg =   4.52 t/s, tg_3s =   4.95 t/s
54.07.721.570 I slot print_timing: id  0 | task 139 | n_gen =   6225, tg =   4.52 t/s, tg_3s =   4.77 t/s
54.10.777.727 I slot print_timing: id  0 | task 139 | n_gen =   6240, tg =   4.52 t/s, tg_3s =   4.91 t/s
54.13.842.440 I slot print_timing: id  0 | task 139 | n_gen =   6256, tg =   4.53 t/s, tg_3s =   5.22 t/s
54.17.039.061 I slot print_timing: id  0 | task 139 | n_gen =   6272, tg =   4.53 t/s, tg_3s =   5.01 t/s
54.20.103.347 I slot print_timing: id  0 | task 139 | n_gen =   6291, tg =   4.53 t/s, tg_3s =   6.20 t/s
54.23.276.485 I slot print_timing: id  0 | task 139 | n_gen =   6305, tg =   4.53 t/s, tg_3s =   4.41 t/s
54.26.340.158 I slot print_timing: id  0 | task 139 | n_gen =   6331, tg =   4.54 t/s, tg_3s =   8.49 t/s
54.29.435.252 I slot print_timing: id  0 | task 139 | n_gen =   6363, tg =   4.55 t/s, tg_3s =  10.34 t/s
54.32.477.681 I slot print_timing: id  0 | task 139 | n_gen =   6379, tg =   4.55 t/s, tg_3s =   5.26 t/s
54.35.510.412 I slot print_timing: id  0 | task 139 | n_gen =   6397, tg =   4.56 t/s, tg_3s =   5.94 t/s
54.38.596.358 I slot print_timing: id  0 | task 139 | n_gen =   6425, tg =   4.57 t/s, tg_3s =   9.07 t/s
54.41.665.875 I slot print_timing: id  0 | task 139 | n_gen =   6443, tg =   4.57 t/s, tg_3s =   5.86 t/s
54.44.837.829 I slot print_timing: id  0 | task 139 | n_gen =   6464, tg =   4.57 t/s, tg_3s =   6.62 t/s
54.47.962.781 I slot print_timing: id  0 | task 139 | n_gen =   6478, tg =   4.57 t/s, tg_3s =   4.48 t/s
54.50.970.869 I slot print_timing: id  0 | task 139 | n_gen =   6493, tg =   4.57 t/s, tg_3s =   4.99 t/s
54.54.004.073 I slot print_timing: id  0 | task 139 | n_gen =   6514, tg =   4.58 t/s, tg_3s =   6.92 t/s
54.57.108.840 I slot print_timing: id  0 | task 139 | n_gen =   6532, tg =   4.58 t/s, tg_3s =   5.80 t/s
55.00.134.563 I slot print_timing: id  0 | task 139 | n_gen =   6555, tg =   4.59 t/s, tg_3s =   7.60 t/s
55.03.302.048 I slot print_timing: id  0 | task 139 | n_gen =   6569, tg =   4.59 t/s, tg_3s =   4.42 t/s
55.06.518.484 I slot print_timing: id  0 | task 139 | n_gen =   6583, tg =   4.59 t/s, tg_3s =   4.35 t/s
55.09.794.960 I slot print_timing: id  0 | task 139 | n_gen =   6597, tg =   4.59 t/s, tg_3s =   4.27 t/s
55.13.041.200 I slot print_timing: id  0 | task 139 | n_gen =   6611, tg =   4.59 t/s, tg_3s =   4.31 t/s
55.16.267.873 I slot print_timing: id  0 | task 139 | n_gen =   6625, tg =   4.59 t/s, tg_3s =   4.34 t/s
55.19.368.132 I slot print_timing: id  0 | task 139 | n_gen =   6635, tg =   4.58 t/s, tg_3s =   3.23 t/s
55.22.441.118 I slot print_timing: id  0 | task 139 | n_gen =   6646, tg =   4.58 t/s, tg_3s =   3.58 t/s
55.25.488.519 I slot print_timing: id  0 | task 139 | n_gen =   6662, tg =   4.58 t/s, tg_3s =   5.25 t/s
55.28.536.517 I slot print_timing: id  0 | task 139 | n_gen =   6675, tg =   4.58 t/s, tg_3s =   4.27 t/s
55.31.703.798 I slot print_timing: id  0 | task 139 | n_gen =   6692, tg =   4.58 t/s, tg_3s =   5.37 t/s
55.34.792.846 I slot print_timing: id  0 | task 139 | n_gen =   6707, tg =   4.58 t/s, tg_3s =   4.86 t/s
55.37.830.025 I slot print_timing: id  0 | task 139 | n_gen =   6727, tg =   4.59 t/s, tg_3s =   6.59 t/s
55.40.909.579 I slot print_timing: id  0 | task 139 | n_gen =   6745, tg =   4.59 t/s, tg_3s =   5.85 t/s
55.44.191.258 I slot print_timing: id  0 | task 139 | n_gen =   6760, tg =   4.59 t/s, tg_3s =   4.57 t/s
55.47.329.335 I slot print_timing: id  0 | task 139 | n_gen =   6770, tg =   4.59 t/s, tg_3s =   3.19 t/s
55.50.336.706 I slot print_timing: id  0 | task 139 | n_gen =   6781, tg =   4.59 t/s, tg_3s =   3.66 t/s
55.53.539.975 I slot print_timing: id  0 | task 139 | n_gen =   6795, tg =   4.58 t/s, tg_3s =   4.37 t/s
55.56.569.300 I slot print_timing: id  0 | task 139 | n_gen =   6809, tg =   4.58 t/s, tg_3s =   4.62 t/s
55.59.595.453 I slot print_timing: id  0 | task 139 | n_gen =   6826, tg =   4.59 t/s, tg_3s =   5.62 t/s
56.02.739.480 I slot print_timing: id  0 | task 139 | n_gen =   6844, tg =   4.59 t/s, tg_3s =   5.73 t/s
56.05.780.147 I slot print_timing: id  0 | task 139 | n_gen =   6859, tg =   4.59 t/s, tg_3s =   4.93 t/s
56.08.923.512 I slot print_timing: id  0 | task 139 | n_gen =   6870, tg =   4.59 t/s, tg_3s =   3.50 t/s
56.11.964.738 I slot print_timing: id  0 | task 139 | n_gen =   6882, tg =   4.59 t/s, tg_3s =   3.95 t/s
56.15.170.250 I slot print_timing: id  0 | task 139 | n_gen =   6900, tg =   4.59 t/s, tg_3s =   5.62 t/s
56.18.376.881 I slot print_timing: id  0 | task 139 | n_gen =   6913, tg =   4.59 t/s, tg_3s =   4.05 t/s
56.21.531.987 I slot print_timing: id  0 | task 139 | n_gen =   6926, tg =   4.59 t/s, tg_3s =   4.12 t/s
56.24.686.128 I slot print_timing: id  0 | task 139 | n_gen =   6939, tg =   4.59 t/s, tg_3s =   4.12 t/s
56.28.052.481 I slot print_timing: id  0 | task 139 | n_gen =   6951, tg =   4.58 t/s, tg_3s =   3.56 t/s
56.31.239.938 I slot print_timing: id  0 | task 139 | n_gen =   6963, tg =   4.58 t/s, tg_3s =   3.76 t/s
56.34.528.667 I slot print_timing: id  0 | task 139 | n_gen =   6979, tg =   4.58 t/s, tg_3s =   4.87 t/s
56.37.581.845 I slot print_timing: id  0 | task 139 | n_gen =   6991, tg =   4.58 t/s, tg_3s =   3.93 t/s
56.40.641.112 I slot print_timing: id  0 | task 139 | n_gen =   7003, tg =   4.58 t/s, tg_3s =   3.92 t/s
56.43.891.705 I slot print_timing: id  0 | task 139 | n_gen =   7018, tg =   4.58 t/s, tg_3s =   4.61 t/s
56.47.036.702 I slot print_timing: id  0 | task 139 | n_gen =   7032, tg =   4.58 t/s, tg_3s =   4.45 t/s
56.50.188.583 I slot print_timing: id  0 | task 139 | n_gen =   7046, tg =   4.58 t/s, tg_3s =   4.44 t/s
56.53.316.100 I slot print_timing: id  0 | task 139 | n_gen =   7061, tg =   4.58 t/s, tg_3s =   4.80 t/s
56.56.346.560 I slot print_timing: id  0 | task 139 | n_gen =   7072, tg =   4.58 t/s, tg_3s =   3.63 t/s
56.59.420.480 I slot print_timing: id  0 | task 139 | n_gen =   7088, tg =   4.58 t/s, tg_3s =   5.21 t/s
57.02.482.859 I slot print_timing: id  0 | task 139 | n_gen =   7107, tg =   4.58 t/s, tg_3s =   6.20 t/s
57.05.621.509 I slot print_timing: id  0 | task 139 | n_gen =   7124, tg =   4.58 t/s, tg_3s =   5.42 t/s
57.08.671.098 I slot print_timing: id  0 | task 139 | n_gen =   7139, tg =   4.58 t/s, tg_3s =   4.92 t/s
57.11.762.434 I slot print_timing: id  0 | task 139 | n_gen =   7152, tg =   4.58 t/s, tg_3s =   4.21 t/s
57.14.880.952 I slot print_timing: id  0 | task 139 | n_gen =   7167, tg =   4.58 t/s, tg_3s =   4.81 t/s
57.18.000.949 I slot print_timing: id  0 | task 139 | n_gen =   7185, tg =   4.59 t/s, tg_3s =   5.77 t/s
57.21.025.874 I slot print_timing: id  0 | task 139 | n_gen =   7199, tg =   4.59 t/s, tg_3s =   4.63 t/s
57.24.041.138 I slot print_timing: id  0 | task 139 | n_gen =   7220, tg =   4.59 t/s, tg_3s =   6.96 t/s
57.27.330.874 I slot print_timing: id  0 | task 139 | n_gen =   7232, tg =   4.59 t/s, tg_3s =   3.65 t/s
57.30.378.452 I slot print_timing: id  0 | task 139 | n_gen =   7248, tg =   4.59 t/s, tg_3s =   5.25 t/s
57.33.595.895 I slot print_timing: id  0 | task 139 | n_gen =   7262, tg =   4.59 t/s, tg_3s =   4.35 t/s
57.36.703.540 I slot print_timing: id  0 | task 139 | n_gen =   7274, tg =   4.59 t/s, tg_3s =   3.86 t/s
57.39.876.593 I slot print_timing: id  0 | task 139 | n_gen =   7292, tg =   4.59 t/s, tg_3s =   5.67 t/s
57.43.020.387 I slot print_timing: id  0 | task 139 | n_gen =   7314, tg =   4.60 t/s, tg_3s =   7.00 t/s
57.46.070.598 I slot print_timing: id  0 | task 139 | n_gen =   7330, tg =   4.60 t/s, tg_3s =   5.25 t/s
57.49.229.701 I slot print_timing: id  0 | task 139 | n_gen =   7343, tg =   4.60 t/s, tg_3s =   4.12 t/s
57.52.341.269 I slot print_timing: id  0 | task 139 | n_gen =   7357, tg =   4.60 t/s, tg_3s =   4.50 t/s
57.55.502.137 I slot print_timing: id  0 | task 139 | n_gen =   7377, tg =   4.60 t/s, tg_3s =   6.33 t/s
57.58.543.359 I slot print_timing: id  0 | task 139 | n_gen =   7391, tg =   4.60 t/s, tg_3s =   4.60 t/s
58.01.732.677 I slot print_timing: id  0 | task 139 | n_gen =   7410, tg =   4.60 t/s, tg_3s =   5.96 t/s
58.04.805.829 I slot print_timing: id  0 | task 139 | n_gen =   7425, tg =   4.60 t/s, tg_3s =   4.88 t/s
58.07.809.782 I slot print_timing: id  0 | task 139 | n_gen =   7436, tg =   4.60 t/s, tg_3s =   3.66 t/s
58.10.968.246 I slot print_timing: id  0 | task 139 | n_gen =   7448, tg =   4.60 t/s, tg_3s =   3.80 t/s
58.14.172.659 I slot print_timing: id  0 | task 139 | n_gen =   7466, tg =   4.60 t/s, tg_3s =   5.62 t/s
58.17.243.661 I slot print_timing: id  0 | task 139 | n_gen =   7481, tg =   4.60 t/s, tg_3s =   4.88 t/s
58.20.302.296 I slot print_timing: id  0 | task 139 | n_gen =   7497, tg =   4.60 t/s, tg_3s =   5.23 t/s
58.23.404.526 I slot print_timing: id  0 | task 139 | n_gen =   7511, tg =   4.60 t/s, tg_3s =   4.51 t/s
58.26.606.308 I slot print_timing: id  0 | task 139 | n_gen =   7521, tg =   4.60 t/s, tg_3s =   3.12 t/s
58.29.699.818 I slot print_timing: id  0 | task 139 | n_gen =   7538, tg =   4.60 t/s, tg_3s =   5.50 t/s
58.32.900.224 I slot print_timing: id  0 | task 139 | n_gen =   7556, tg =   4.60 t/s, tg_3s =   5.62 t/s
58.35.920.365 I slot print_timing: id  0 | task 139 | n_gen =   7568, tg =   4.60 t/s, tg_3s =   3.97 t/s
58.38.934.879 I slot print_timing: id  0 | task 139 | n_gen =   7583, tg =   4.60 t/s, tg_3s =   4.98 t/s
58.42.160.522 I slot print_timing: id  0 | task 139 | n_gen =   7599, tg =   4.60 t/s, tg_3s =   4.96 t/s
58.45.170.460 I slot print_timing: id  0 | task 139 | n_gen =   7613, tg =   4.60 t/s, tg_3s =   4.65 t/s
58.48.241.987 I slot print_timing: id  0 | task 139 | n_gen =   7630, tg =   4.61 t/s, tg_3s =   5.53 t/s
58.51.454.628 I slot print_timing: id  0 | task 139 | n_gen =   7643, tg =   4.60 t/s, tg_3s =   4.05 t/s
58.54.457.531 I slot print_timing: id  0 | task 139 | n_gen =   7655, tg =   4.60 t/s, tg_3s =   4.00 t/s
58.57.756.624 I slot print_timing: id  0 | task 139 | n_gen =   7666, tg =   4.60 t/s, tg_3s =   3.33 t/s
59.00.903.920 I slot print_timing: id  0 | task 139 | n_gen =   7678, tg =   4.60 t/s, tg_3s =   3.81 t/s
59.04.004.952 I slot print_timing: id  0 | task 139 | n_gen =   7690, tg =   4.60 t/s, tg_3s =   3.87 t/s
59.07.060.624 I slot print_timing: id  0 | task 139 | n_gen =   7701, tg =   4.60 t/s, tg_3s =   3.60 t/s
59.10.386.697 I slot print_timing: id  0 | task 139 | n_gen =   7716, tg =   4.60 t/s, tg_3s =   4.51 t/s
59.13.708.147 I slot print_timing: id  0 | task 139 | n_gen =   7730, tg =   4.60 t/s, tg_3s =   4.22 t/s
59.16.710.747 I slot print_timing: id  0 | task 139 | n_gen =   7743, tg =   4.59 t/s, tg_3s =   4.33 t/s
59.19.976.982 I slot print_timing: id  0 | task 139 | n_gen =   7756, tg =   4.59 t/s, tg_3s =   3.98 t/s
59.23.238.445 I slot print_timing: id  0 | task 139 | n_gen =   7769, tg =   4.59 t/s, tg_3s =   3.99 t/s
59.26.340.615 I slot print_timing: id  0 | task 139 | n_gen =   7782, tg =   4.59 t/s, tg_3s =   4.19 t/s
59.29.676.584 I slot print_timing: id  0 | task 139 | n_gen =   7796, tg =   4.59 t/s, tg_3s =   4.20 t/s
59.32.892.664 I slot print_timing: id  0 | task 139 | n_gen =   7807, tg =   4.59 t/s, tg_3s =   3.42 t/s
59.35.949.618 I slot print_timing: id  0 | task 139 | n_gen =   7820, tg =   4.59 t/s, tg_3s =   4.25 t/s
59.39.007.915 I slot print_timing: id  0 | task 139 | n_gen =   7834, tg =   4.59 t/s, tg_3s =   4.58 t/s
59.42.116.521 I slot print_timing: id  0 | task 139 | n_gen =   7849, tg =   4.59 t/s, tg_3s =   4.83 t/s
59.45.401.906 I slot print_timing: id  0 | task 139 | n_gen =   7866, tg =   4.59 t/s, tg_3s =   5.17 t/s
59.48.405.644 I slot print_timing: id  0 | task 139 | n_gen =   7892, tg =   4.60 t/s, tg_3s =   8.66 t/s
59.51.546.349 I slot print_timing: id  0 | task 139 | n_gen =   7915, tg =   4.60 t/s, tg_3s =   7.32 t/s
59.54.576.710 I slot print_timing: id  0 | task 139 | n_gen =   7940, tg =   4.61 t/s, tg_3s =   8.25 t/s
59.57.682.622 I slot print_timing: id  0 | task 139 | n_gen =   7964, tg =   4.61 t/s, tg_3s =   7.73 t/s
60.00.700.405 I slot print_timing: id  0 | task 139 | n_gen =   7977, tg =   4.61 t/s, tg_3s =   4.31 t/s
60.03.761.176 I slot print_timing: id  0 | task 139 | n_gen =   7996, tg =   4.62 t/s, tg_3s =   6.21 t/s
60.06.796.590 I slot print_timing: id  0 | task 139 | n_gen =   8021, tg =   4.62 t/s, tg_3s =   8.24 t/s
60.09.879.947 I slot print_timing: id  0 | task 139 | n_gen =   8042, tg =   4.63 t/s, tg_3s =   6.81 t/s
60.12.898.046 I slot print_timing: id  0 | task 139 | n_gen =   8065, tg =   4.63 t/s, tg_3s =   7.62 t/s
60.15.943.950 I slot print_timing: id  0 | task 139 | n_gen =   8083, tg =   4.63 t/s, tg_3s =   5.91 t/s
60.19.113.169 I slot print_timing: id  0 | task 139 | n_gen =   8107, tg =   4.64 t/s, tg_3s =   7.57 t/s
60.22.163.509 I slot print_timing: id  0 | task 139 | n_gen =   8126, tg =   4.64 t/s, tg_3s =   6.23 t/s
60.25.440.991 I slot print_timing: id  0 | task 139 | n_gen =   8146, tg =   4.64 t/s, tg_3s =   6.10 t/s
60.28.529.260 I slot print_timing: id  0 | task 139 | n_gen =   8157, tg =   4.64 t/s, tg_3s =   3.56 t/s
